,date,author,twitter_name,text,number_of_likes,number_of_retweets
104,2023-02-26 12:34:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#Opinión Dos académicos hacen un llamado a la acción urgente ante el crecimiento  y avance de la población de #hipopótamos en Colombia. 
➡️https://t.co/Y7wh3zesQ9 https://t.co/fR1o3M9NLb",1,0
105,2023-02-26 12:22:44+00:00,Niqkoq,Niqkoq,"@DanielSamperO Médico cubano, solo fama, ni terminó  la especialización en la javeriana",0,0
106,2023-02-26 04:20:29+00:00,Juan Felipe Apráez (El hijo de JuanAA),ApraezAbril,"@peggyloooo Jsusjaua versión Javeriana, productazo.

(quién es Andrea Serna?)",1,0
107,2023-02-26 04:16:18+00:00,C A R R I L L O,soyjesusc1,Por ahí vi una publicación donde alguien decía que su única *Erencia* era ser profesional en X carrera y especialista en la javeriana 🫠🫠🫠🫠,3,0
108,2023-02-26 03:35:45+00:00,2023𝐊𝐢𝐮𝐦,zzzekium,La javeriana mas que nada https://t.co/Yhw1bnIzY1,7,0
109,2023-02-26 03:25:08+00:00,ACMGen Colombia,acmgencol,"En este importante evento participa el Dr Ignacio Zarante (@izarante) presidente de la ACMGen y docente de la Pontificia Universidad Javeriana Instituto de Genética Humana (@medicina_puj) y la Dra Rosa Andrea Pardo, miembro de la ACMGen y docente de la Universidad de Chile👨🏻‍⚕️💙 👩🏻‍⚕️",1,0
110,2023-02-26 03:21:36+00:00,ACMGen Colombia,acmgencol,"En este importante evento participa el Doctor Ignacio Zarante (@izarante), presidente de la ACMGen y docente de la Pontificia Universidad Javeriana - Instituto de Genética Humana (@medicina_puj) 👨🏻‍⚕️💙.",0,0
111,2023-02-26 02:30:14+00:00,DANIEL,danielcorread_,la javeriana https://t.co/baRF678XVN,0,0
112,2023-02-26 02:27:10+00:00,Ciudad Gotica,ciudadgotica7,"@agmethescaf @Fruizgomez Increíble pretender estar al nivel de un médico y máster en Economía de la Universidad Javeriana, máster en Salud Pública / Salud Ocupacional de la Harvard School of Public Health, en Boston, y doctor en Salud Pública, del Instituto Nacional de Salud Pública @Fruizgomez",10,3
113,2023-02-26 02:14:13+00:00,Jairo González,JairoH_Gonzalez,¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! @ElGarzonS estaba en mi apartamento de la Javeriana y me hizo este favor de meterme aquí cuando esto era monte… yo sigo sin tantos seguidores pero los que están son los mejores!!! #MiAniversarioDeTwitter https://t.co/6W2yt3Elmf,7,2
114,2023-02-26 02:12:45+00:00,Jota,JotaSmosq,"El pupy de la javeriana, digo luisito, prendió https://t.co/gRmrxVaIwE",1,0
115,2023-02-26 01:29:18+00:00,Juan Manuel Toro,ManuelToroJ,Video creado para la clase de gestión financiera de la universidad Javeriana de Cali. #CAR #Corporaciones @javerianacali @DAFP_COLOMBIA @fjpantoja @CvcAmbiental https://t.co/4DLvC7wilw,8,0
116,2023-02-26 00:44:27+00:00,Iván Montenegro T,ivanmontenegrot,"El Rector de la Universidad Javeriana resaltando la importancia de acordar un proyecto de Estado para nuestra Nación, que contribuya a facilitar la alternancia en el régimen político
https://t.co/3etjUUNFAx",1,0
117,2023-02-26 00:42:33+00:00,Julian Aguilar,Zootcol1982,@tlacuache66688 @nacional_memes Buenas noches. Lo que comparte vusté si es digno de la Javeriana.. saluditos.,0,0
118,2023-02-26 00:13:58+00:00,Shai 🍓,hwaashy,"@ailicecyen De la javeriana pq allá todo el mundo es fifí

#ATEEZ #ATEEZinColombia #BREAK_THE_WALL_LATAM #에이티즈 

@kqent @ATEEZOfficial 
@OcesaColombia @musictrendscol",1,0
119,2023-02-25 23:33:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"El #HelicobacterPylori, una bacteria que vive en los intestinos de más de la mitad de la población mundial, provoca enfermedades como la gastritis y aumenta el riesgo de padecer cáncer gástrico. Nutricionistas investigaron una manera de ponerle freno.
➡️https://t.co/hRt5MSKCSg https://t.co/RPwLNyK6Kz",0,0
120,2023-02-25 23:29:28+00:00,Cristian Muñoz,Cristian_911109,Yo pensando que La Javeriana era un laberinto y vengo a perderme en la Universidad de los Andes jejeje,2,0
121,2023-02-25 23:14:23+00:00,Gio Ore - shoot,giopalacios9,"@vlasoscuro Javeriana, Andes, Externado escupe a gente mamerta y de estrato 6, que va a las veredas a hacer trabajo de campo en investigaciones inútiles.",1,0
122,2023-02-25 23:02:56+00:00,Revista Semana,RevistaSemana,"“Los jóvenes tienen mucho temor al presente y al futuro”, dice el padre Luis Fernando Múnera, nuevo rector de la Javeriana https://t.co/APTPexdvcI",33,12
123,2023-02-25 22:13:53+00:00,Camsss,CamxLozano,@juana_banaanaa JAJAJA eso me hace una buena Javeriana 🥸,1,0
124,2023-02-25 22:10:54+00:00,Clara Unigarro,Lillygumy,@RectorJaveCali @javerianacali Guau!! Cómo me gustaría algo así en la Javeriana Bogotá!!,1,0
125,2023-02-25 22:10:47+00:00,Juan David Azuero,David_Azuero96,"@Nandresc @Badcat_0 @nacional_memes Se consiguen en tiendas que traigan gaseosas extranjeras (Dr. Pepper, Pepsi de sabores, Coca Cola de sabores, etc.). Por la Javeriana (Bogotá) hay una tienda de dulces que trae la Mountain verde, azul y roja.",3,0
126,2023-02-25 22:10:10+00:00,El Espectador,elespectador,"Usan realidad virtual y realidad aumentada y ya tienen clientes como McDonalds, Rappi, la Universidad de la Sabana y la Universidad Javeriana. #EmprendimientoyLiderazgoEE
https://t.co/uDSiKfY2ja",5,0
127,2023-02-25 21:59:24+00:00,Sarasvatidiosa,sarasvatidiosa,"@ngalvisarias Y sumercé ya miro el contexto en qué lo dijo? Fue en un foro sobre renta ciudadana en la Javeriana, en el que se habló de pasar del asistencialismo a otro tipo de subsidios con corresponsabilidades para las familias y una mejor oferta estatal, en su conjunto. Es cambiar de modelo",4,0
128,2023-02-25 21:50:20+00:00,Sarasvatidiosa,sarasvatidiosa,"@PelosNecios1312 @ProsperidadCol @cielo_rusinque Hay que escuchar el contexto de lo que dijo. Fue en un foro de expertos sobre renta ciudadana en la Javeriana, en el que se habló de pasar del asistencialismo a otro tipo de subsidios con corresponsabilidades para las familias y una mejor oferta estatal, en su conjunto.",1,0
129,2023-02-25 21:46:36+00:00,Sarasvatidiosa,sarasvatidiosa,"@isarroyo @luisalvarogall1 @ngalvisarias María Isabel, hay que escuchar el contexto de lo que dijo. Fue en un foro sobre renta ciudadana en la Javeriana, en el que se habló de pasar del asistencialismo a otro tipo de subsidios con corresponsabilidades para las familias y una mejor oferta estatal, en su conjunto.",0,0
130,2023-02-25 21:27:47+00:00,Juana,juana_banaanaa,@CamxLozano Literalmente el slogan de la javeriana jajaajaj,1,0
131,2023-02-25 21:25:52+00:00,Nicolás Pineda Salaz,NicolasPineda86,"@olgarcia83 Hombre, el HUSI es de los pocos hospitales que SIEMPRE han estado abiertos para todos sin discriminación desde antes de la ley 100. Hacer eso casi lleva a la quiebra a la Javeriana. A diferencia de la Santafé, el HUSI sí es un hospital abierto a todos!",0,0
132,2023-02-25 21:10:33+00:00,;,_bxssbitch,"@gootaebub lol, estudias en la javeriana?",0,0
133,2023-02-25 20:56:19+00:00,Revista Cromos,RevistaCromos,"#Cefalea Francisco Bernal, neurólogo clínico de la Universidad Javeriana, nos ayuda a diferenciar estas dos dolencias. Lo clave es diagnosticarlas a tiempo para que no se conviertan en problemas crónicos.

https://t.co/cSMuLpME4c",0,0
134,2023-02-25 20:36:06+00:00,Colegio Abogados del Trabajo de Colombia,ColegioAbogTrab,Si eres colegiado puedes ingresar ya a https://t.co/23ZjhYKgC6 y diligenciar el formulario #ReformaLaboral #colegioaabogadosdeltrabajo #camilocuervo #javeriana https://t.co/JS9tdzKT0U,9,8
135,2023-02-25 20:13:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Entre 1996 y 2005 las cifras comparativas de #anemia, obtenidas a través de la Encuesta Nacional de Situación Nutricional, mostraron una tendencia al aumento. Una investigación detalla lo preocupante que es esta problemática social. https://t.co/ejXxXZ3RM7 https://t.co/yEZaw1hTyj",0,0
136,2023-02-25 19:24:01+00:00,Pontificia Universidad Javeriana,UniJaveriana,"¿Cómo inspeccionar una cañería y reparar anomalías en su interior sin romper?🏙️ La respuesta: permitir que el robot creado por la Universidad #Javeriana y @lamilitar, en asocio con el sector privado, haga el trabajo. 
⤵️
Conoce más en @PesquisaPUJ: https://t.co/jaZnTPbM5r",8,3
137,2023-02-25 19:21:24+00:00,GABRIELA,gbl_987,No cualquiera puede decir mi mujer tiene un doctorado de neonatos y es egresada de la javeriana🤭,0,0
138,2023-02-25 18:59:45+00:00,Actualidad Colombiana,ActualidadColo2,@fuelsmicroalgae @madrinan_luis @CerrejonCol @CORPOGUAJIRA @MasGuajiraANDI @CNAB_ANDI @inst_humboldt Hay un estudio de la ujiver Javeriana hecho por María Claudia franco rozó,1,0
139,2023-02-25 18:38:39+00:00,Las2orillas,Las2Orillas,"Sin conocerse en el pasado, Carlos Adrián Correa, profesor de la Javeriana, es uno de los escuderos técnicos a quien la ministra dejó encargado cuando viajó a Davos https://t.co/OqDJcrKi5F",1,0
140,2023-02-25 17:57:32+00:00,Ever Ferney,Everferney03,"@ronaldnog @HumarFabio Creo que se refiere a las privadas como el rosario, externado, Javeriana y andes.",0,0
141,2023-02-25 17:03:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Según el @LEEJaveriana, las dificultades en el acceso a internet y tecnologías fueron las mayores causas para que seis de cada cien estudiantes colombianos repitieran el año durante pandemia.
➡️https://t.co/C3Q2TFw4mY https://t.co/Xa7ssvAZvH",0,0
142,2023-02-25 16:42:24+00:00,Unifranz Bolivia,UnifranzBolivia,"Buscamos mejorar la calidad de vida de quienes viven con enfermedades como la diabetes, hipertensión, obesidad, enfermedades respiratorias y de salud mental es el desafío de las tres universidades que nos fortalecemos en investigación. #Unifranz https://t.co/WQ6Bl0unNS",2,0
143,2023-02-25 16:41:09+00:00,AndresTiccy,_MendozaAndres,"Ese tema ""No encontrarás quién te ame igual""  del señor Daniel Calderón es una canción con maestría y doctorado de la  U. JAVERIANA",0,0
144,2023-02-25 16:24:21+00:00,HUBATO,hubato10,"@DianaGi69107304 Colombia necesita muchos lideres como el padre rector de la u javeriana; que claridad  de pensamiento  conceptua de manera clara y precisa la necesidad del cambio q necesita el país
""Si maravilla de sacerdote""",1,1
145,2023-02-25 16:19:03+00:00,Luis Arévalo,Luis_Arevalo,"@Miguel49384281 @colombia_dxn @LibertariosCali @libertariocol Hmmm ño. De otro lado con menos de la mitad del presupuesto malgastado en UNAL, UniAndes o Javeriana hacen 10 veces más. Espero entienda ese asunto básico del costo de la educación superior y la eficiencia en la administración de recursos. https://t.co/cJbuHKDpIr",0,0
146,2023-02-25 16:14:13+00:00,Ariete70,navarrete7020,@valentina630 La javeriana mijo …,0,0
147,2023-02-25 16:06:42+00:00,mariapaolalugogomez,mariapaolalugo2,"@fdbedout Y yo invito @SusanaBoreal mientras se fuma un porro en su hora no laboral que oiga y aprenda del nuevo rector de la Javeriana, a ver si madura y piensa como una mujer que debe tener hoja de ruta como congresista y que debe pensar en el estado 👇
https://t.co/3C3xAHk7e2",1,0
148,2023-02-25 15:09:41+00:00,los anarcos son idiotas,entoncesque17,@AstrazenecaD Pero eso se soluciona poniendo un directo correcto que sea por concurso méritos pero nada justifica pagarle 6 billones a las eps solo por administrar recursos eso te lo hace cualquier gomela de la javeriana,0,0
149,2023-02-25 14:41:24+00:00,Horacio,ruizvh,@soydelomasdulce @YamidAmatCMI @CMILANOTICIA Gracias padre Álvaro Enrique Álvarez. Posteriormente pionero de la apertura de Ingeniería industrial en la Javeriana de Cali,0,0
150,2023-02-25 14:34:38+00:00,Karma,Babblebitchh,"Y la consulta me salió 46mil por ser estudiante de la Javeriana, llevaba un mes tratando de sacar Cira con el seguro:))))",20,0
151,2023-02-25 14:33:35+00:00,Nicolás Matiz,NicolsMatiz,Que sentimiento más hermoso. Te amo Javeriana!,0,0
152,2023-02-25 14:26:14+00:00,Juan Lastra,Manaurero,Me gustó la entrevista al rector de la Javeriana. Un tipo serio.,1,0
153,2023-02-25 14:01:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"#FelizSábado En 2013, el antropólogo Carlos del Cairo y su equipo investigaron la relación entre campesinos del departamento del #Guaviare con su entorno. El proyecto fue más allá y terminaron contribuyendo al fortalecimiento de sus procesos ecoturísticos. https://t.co/Z5J0DY0O0O https://t.co/HHxWqx8vjf",4,0
154,2023-02-25 13:37:14+00:00,Mauricio Martinez M.,maurice_m3,"@beto1765 @MONYRODRIGUEZOF Se te nota el resentimiento, te invito a la Javeriana, Dios te bendiga",0,0
155,2023-02-25 13:31:56+00:00,𝐂𝐚𝐦𝐢𝐥𝐨𝐧𝐜𝐡𝐢𝐬,itscamilonchis,"1. Estoy súper nerviosa, esta externado, javeriana, rosario y pus andes xd, estoy en una comisión en inglés y la parcera tiene como A1 xd",0,0
156,2023-02-25 13:27:19+00:00,Wilson cruz,WilsonWcruz,"@salenis13 @DIRECTVSportsCo @DGO_Latam @CastellanosCami @MauricioGPF @SVargasOK @johamorenoG @ClaraTamaraV @titopuccettic @FabioPovedaRuiz @diegosaviola10 @jennygameza Mijo que no le duela la verdad, america podrá ser horrible, pero el colombiano le arde el  culo que le digan la verdad, sin una porquería de canchas, tienen mejores canchas la javeriana y el bosque",0,0
157,2023-02-25 13:12:52+00:00,DanQueOpina,danielsg875,"@Danielbricen Sabe que es lo que más rabia me da? Que tengo un amigo, politólogo de la javeriana, con 2 maestrías, promedio 4.3 y le pagan entre 5-6 millones…",80,6
158,2023-02-25 11:35:13+00:00,Revista Semana,RevistaSemana,"“Los jóvenes tienen mucho temor al presente y al futuro”, dice el padre Luis Fernando Múnera, nuevo rector de la Javeriana
 https://t.co/QDaPowaoCq",24,6
159,2023-02-25 08:57:54+00:00,EL TIEMPO,ELTIEMPO,"‘Preocupa la situación económica y cambio demográfico': rector de la Javeriana

El designado rector de la institución, Luis Fernando Múnera, analiza los desafíos del sector.➡️ https://t.co/mymTAJ0ZPW https://t.co/jIRqkaQHsN",4,5
160,2023-02-25 07:05:02+00:00,Philipe,skinnyOwl024,La única razón de volver a la ciudad seria ir a asustar gomelos de la javeriana porque me caen mal y porque no hay lukitas pa comprar vicio,0,0
161,2023-02-25 04:57:49+00:00,Robert Mc Call,camilo_call,@ultimahoracol_ Ya contratan pasantes de la javeriana que escriban guevonadas ?,0,0
162,2023-02-25 04:34:18+00:00,Evelin Daniela,EvelinMora111,"@mateocardonah @petrogustavo Que vergüenza su nivel argumentativo y egresado de la Javeriana, obtuvo el título en un paquete de papas jajaja uy no chao.",0,0
163,2023-02-25 03:39:07+00:00,Stoney Montana ⏰,ndp414,Susana Boreal es graduada de la Facultad de Ciencias Sociales de la Universidad Icesi o Javeriana https://t.co/22uxWnhrQu,2,0
164,2023-02-25 03:29:14+00:00,Gabriela Gómez,gabgomz17,Tengo ganas de un viernes en el BBC que está al frente de la Javeriana con las que siempre estaban ahí y no las voy a @ porque ustedes saben quienes son♥️,4,0
165,2023-02-25 03:11:38+00:00,Henry Orlando Zúñiga,hospin3879,"En el programa, Pregunta Yamid del seudoperiodista @YamidAmatCMI, el cura @LuisFernandoMúnera, nuevo rector de la universidad Javeriana, dejó al ""ahuevado"" Yamid y la derecha mojigata como una nalga asomada por una ventana. https://t.co/EVW6EtTVZK",3,1
166,2023-02-25 02:10:36+00:00,Guillermo Sánchez,Guiller62065343,"@YamidAmatCMI trata de entrampar al nuevo rector de la Javeriana PADRE Munera, respecto a  @SusanaBoreal y quedó mamando,  pues respuesta fue respetuosa y pragmatica con derechos personales.

@SusanaBoreal  muy franca sin necesidad pues la godarria, verdadera corrupta, aprovechó.",1,0
167,2023-02-25 02:10:22+00:00,Fernanda Díaz,ferdiaze,"@miltonmuriIIo En la entrevista de ingreso a psiquiatría en Javeriana, la segunda pregunta fue ""¿ud cree que el psiquiatra debe ser médico? Y más allá de la intención de la pregunta, da idea de la brecha ficticia que separa los procesos de salud mental del resto.",2,0
168,2023-02-25 02:07:31+00:00,teresa chacon,TERESACHACON,@Alejoberme0 Libre desarrollo de la pwrsonalidad.  Vio la entrevista de yamid amad a rector de la Javeriana?,0,0
169,2023-02-25 02:07:19+00:00,"Miel 🍭paisa, pero no ejerzo . el",soydelomasdulce,"Me encanta el nuevo rector de la universidad Javeriana, el padre Luis Fernando Múnera . Y lo que más me gusta es cómo dejó de aburrido a @YamidAmatCMI ,godo e irrespetuoso de los derechos y las libertades. Toda la entrevista lo tildó de progresista e izquierdista.@CMILANOTICIA",37,12
170,2023-02-25 02:06:23+00:00,Noticentro 1 CM&,CMILANOTICIA,"En #PreguntaYamid, nuevo rector de la U. Javeriana, padre Luis Fernando Múnera habla de su trayectoria de vida y los retos al frente de la institución https://t.co/zEYjsnKLlY",18,7
171,2023-02-25 02:05:32+00:00,Salomón Salazar,salomonsalazarl,"En la Javeriana tenemos una escuela en la que se incluyen muchas clases de geriatría. Una cosa interesante que he aprendido de ellas es construir la vejez desde la juventud, y es lo que he estado intentando hacer a nivel personal (2/5).",4,1
172,2023-02-25 02:04:38+00:00,luis Pedroza A,Lupedro01,@YamidAmatCMI felicitaciones Yamid por la entrevista al padre jesuita rector de la Javeriana muy enriquecedora y saludable para este país. Esas son las personas que se deben escuchar ya que instruyen y orientan,1,0
173,2023-02-25 02:03:45+00:00,Andrea Torres -,AndreaT63219498,"Tuve la oportunidad de mirar en Pregunta Yamid, la entrevista con el sacerdote jesuita,nuevo Rector de la Javeriana. Jesucristo!! No demoran los uribistas en disparar, disparar y disparar sobre los términos de esta entrevista. Ya veremos si me equivoco o si estoy en lo cierto",0,0
174,2023-02-25 01:55:57+00:00,🌱Elba🌱,elba_surita_,El nuevo rector de la Javeriana me cae demasiado bien.,1,0
175,2023-02-25 01:43:17+00:00,Luis Orlando Aguirre,orlandaguirre,‘Preocupa la situación económica y cambio demográfico': rector de la Javeriana https://t.co/UdNhHoKAvD,1,0
176,2023-02-25 01:06:37+00:00,PAÍS SIN NEURONAS 🧠,paissinneuronas,@petrogustavo A ese ministro que lo puso Duque porque le hacía las tareas en la javeriana tienen que investigarlo por los contratos reservados de las vacunas covid y que rinda cuentas de los 100 millones de dólares que prestaron para ello. Destape esa olla Petro. O le decimos a Gustavo Bolivar,0,0
177,2023-02-25 00:24:53+00:00,Carlos Montes 🇨🇴,CarlosJMontesM,@14lLaita91 @CamiloPrietoVal Al Dr @CamiloPrietoVal le paga la Javeriana🤦🏻,0,0
178,2023-02-25 00:22:52+00:00,© @nadakedecirnet,nadakedecirnet,"4
Agradecimientos
(...) a Angie, mi hermana, quien me regaló mi primer Ulysses en una edición bastante mala comprada en el centro de Bogotá y lo trajo hasta Santa Marta. (...)

1
ULYSSES (...) JOYCE: (...) BLOOM, POETA CINÉTICO

RONAL IVÁN YEPES SERRANO

https://t.co/lRyOC6OLT1",0,0
179,2023-02-25 00:21:24+00:00,© @nadakedecirnet,nadakedecirnet,"4
Agradecimientos
(...) A Hipólita
(tía Poli) (...) el sonsonete continuo que me dice “¡Pa lante mijo! ¡Nunca pa tras!” (...) desde entonces no he parado de moverme... sin rumbo

1
ULYSSES (...) JOYCE: (...) BLOOM, POETA CINÉTICO

RONAL IVÁN YEPES SERRANO

https://t.co/lRyOC6OLT1",0,0
180,2023-02-25 00:12:40+00:00,Sebastián,FigoCardenal,Pfff. Pastelito con bocadillo o el pescadito de la Javeriana &gt;&gt;&gt;&gt;&gt; https://t.co/y1vqnx4Ruu,3,0
181,2023-02-25 00:09:20+00:00,Festival Internacional de Cine de Cartagena -FICCI,_FICCI_,"Alianzas académicas | Laboratorio de guion: La Deconstrucción del personaje

El Centro Ático de la Universidad Javeriana y el FICCI te invitan a participar en este espacio creado para los y las guionistas ¡No te lo pierdas!

#FICCI62 https://t.co/c5f6h9fq3I",4,2
182,2023-02-24 23:54:21+00:00,Geiner Quispe,FriasGeiner,"@KrilinResucitao @LaUeharita Tienes razón y la educación extremadamente cara, un diplomado en la Pontificia Javeriana de Bogotá cuesta 650 dólares y adivinen cuánto  en la PUCP, 2000 dólares.",0,0
183,2023-02-24 23:50:45+00:00,CA PS,CAPS_2001,"Joda eso me pasa por marcar a la loca la parte de Sociales en el ICFES, estuviera en la Javeriana o en la de los Andes",0,0
184,2023-02-24 23:38:21+00:00,Daniel,daniel_espi_,"@FrioTemplado https://t.co/zfSU91vFQv te comparto esta disertación de maestría sobre los conjuntos cerrado, caso de estudio suba, pero acá siempre estaremos pendientes a charlas de planificación urbana",0,0
185,2023-02-24 23:17:22+00:00,Pet Industry,PetIndustryMag,"La #doctoraMagdaCarrillo inició su carrera empresarial hace 22 años, fundando un @Lab_MCarrillo  en Bogotá. Como #microbiólogaagrícolayveterinaria graduada de la Pontificia Universidad Javeriana
#clínicaveterinaria.
#PetIndustry
https://t.co/xcuq93U8FT https://t.co/AArvbBfZ5O",1,0
186,2023-02-24 23:08:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"Los #ErroresInnatos del metabolismo son el grupo de aproximadamente 550 enfermedades genéticas, muy poco frecuentes y difíciles de diagnosticar. El Instituto de @erroresinnatos ofrece apoyo a las personas que padecen este tipo de desórdenes bioquímicos.
➡️https://t.co/wtfJyz54d6 https://t.co/tqt3aIJZCH",3,1
187,2023-02-24 22:59:03+00:00,Javeriana Cali,javerianacali,"#EgresadoJaveriano asegura el estudio de tus hijos y obtén el 30% de descuento en el Derecho de Asociación a la Corporación los Cañaverales.👩🏻‍🏫🎒📚  

Redime ya tu #ViernesdeBeneficios 
aquí ➡️ https://t.co/ST8PmywkwA https://t.co/FjsVn2JyCo",1,0
188,2023-02-24 22:35:05+00:00,Con La JEP Nos Llevó El ₱μT∆§!!,rojas_mardo,"Que @piedadcordoba estudio Mercadeo Político en la javeriana y terminó Mercadeando A Secuestrados‼️

Qué cosas, no⁉️🤔 https://t.co/hCRZEe1FIK",21,11
189,2023-02-24 22:26:52+00:00,Jota,JorgeCordobaDr,"@smilelalis peinó y le dio clases de sistemas de salud a:

Ex Minsalud Médico U. Javeriana
Máster en Economía de la Universidad Javeriana.
Máster en Salud Pública Harvard
Doctor en Salud Pública, del Instituto Nacional de Salud Pública de México.
Sin más….",0,0
190,2023-02-24 22:13:12+00:00,Beto Sierra,Sierra17Beto,Lo que es y no es Branding | Pontificia Universidad Javeriana https://t.co/Loe5W4AZxR #EduContinuaPUJ vía @EduContinuaPUJ,0,0
191,2023-02-24 22:08:39+00:00,Karen M,karenmorales_08,Estoy el dilema de si ir a la premocha de la javeriana teniendo que estar en salas a las 7 am mañana o quedarme estudiando en la casa. Qué pasará ? lo averiguaremos,4,0
192,2023-02-24 21:11:49+00:00,maria claudia,claudiagon44,"@petrogustavo recuerde las universidades que tienen facultad de medicina Universidad Nacional,Universidad Juan N Corpas,Universidad del Rosario,Universidad Javeriana,Universidad del Bosque,Universidad de los Andes.entre otras.Cada semestre cuantos médicos se gradúan? Solo en Bogotá",0,0
193,2023-02-24 20:41:50+00:00,V I V I A N,vjespanol,@SEGURIDADUNAL Si ven! Por eso es que están saliendo a la luz los casos de violencias basadas en género en la Javeriana porque los torniquetes no servían... De haber sabido antes,1,0
194,2023-02-24 20:28:00+00:00,Pesquisa Javeriana,PesquisaPUJ,"🚨¡Los anfibios están en peligro en Colombia! Un ecólogo javeriano participó en tres investigaciones que alertan sobre los riesgos que corren debido al desequilibrio de los ecosistemas en el país. 
➡️https://t.co/cGKNOSoPGz https://t.co/wpKYsetQGe",5,3
195,2023-02-24 20:25:00+00:00,Pontificia Universidad Javeriana,UniJaveriana,"#OrgulloJaveriano 💛💙| Edinson Velásquez, voz líder y flautista de la @LA33Orquesta, se presentó en la Javeriana con esta destacada agrupación salsera, en su recital de grado de la Maestría en Música. https://t.co/PNLNm2XmrD",19,5
196,2023-02-24 20:20:40+00:00,𝘍𝘳𝘦𝘥𝘥𝘺 𝘔𝘰𝘺𝘢𝘯𝘰 ,MagisterMedios,"Investigadores ratifican que la capacidad de la música puede llegar incluso a orientar la acción humana. (Pero hay quien no lo cree) 
¿Va Influye la música en la forma como nos comportamos?  https://t.co/5FtIvMu9s2",0,0
197,2023-02-24 20:18:16+00:00,Cesar Sabogal Rojas,CesarSabogalR,@JuanCarBotero Gracias por tu respuesta Juan Carlos. Para ese tiempo yo redactor político de El Tiempo. Y lamento que hayas perdido la columna. Perdimos los lectores. Como alumno de Mario Mendoza tuve la fortuna de verte en nuestras clases en la Javeriana. Te admiro. Fue suficiente. Lo admito.,3,0
198,2023-02-24 20:05:23+00:00,Juan Diego,Juan_MendozaAgu,"@TheDavoSolis @dianamiledurang @Danielbricen @Fruizgomez Lo es. Doctor en Salud Pública. Instituto de 
Salud Pública, de Cuernavaca , Maestría en Economía. Pontificia Universidad Javeriana. Master en Salud Pública / Salud Ocupacional 
Harvard School of Public Health de 
Boston.  Médico cirujano. Universidad 
Javeriana",0,0
199,2023-02-24 19:50:30+00:00,@johnarandiaperiodista,JohnArandia,"@UniJaveriana de #Colombia,  @U_Landivar de #Guatemala y UNIFRANZ, junto a @QMUL #Inglaterra, lideran #investigaciones del Centro NIHR de Salud en LATAM, para mejorar la calidad de vida de pacientes de enfermedades no transmisibles en pueblos indígenas. 
https://t.co/2kXBTDF3hA",0,0
200,2023-02-24 19:50:12+00:00,santiago,reesesonmywall,grande Javeriana,1,0
201,2023-02-24 19:46:44+00:00,Fortaleza CEIF,FortalezaCEIF,"“𝘛𝘰𝘮𝘰𝘳𝘳𝘰𝘸 𝘫𝘶𝘦𝘨𝘢 𝘧𝘰𝘳𝘵𝘪𝘤𝘢 𝘨𝘷𝘰𝘯, 𝘱𝘢𝘳𝘤𝘩𝘦𝘮𝘰𝘴 𝘥𝘦 𝘶𝘯𝘢 𝘲𝘶𝘦 𝘭𝘢𝘴 𝘣𝘰𝘭𝘦𝘵𝘢𝘴 𝘦𝘴𝘵á𝘯 𝘵𝘳𝘢𝘯𝘲𝘶𝘪𝘴.”

Afirma estudiante de la Javeriana. https://t.co/i1ka7yjXXZ",36,3
202,2023-02-24 19:30:00+00:00,Bibliotecas de la Pontificia Universidad Javeriana,BibliotecasPUJ,"Los libros que donó la comunidad javeriana acaban de llegar a la Biblioteca Pública de Subachoque y mañana realizaremos la entrega formal. ¡Estamos muy emocionados! 
@UniJaveriana #SomosJaveriana #SolidaridadJaveriana https://t.co/zYELevTZBG",42,4
203,2023-02-24 19:24:58+00:00,elalinda,eladeriakreisel,"@maaaaaaaar88888 Negar el sexo biológico es negar que exista la violencia obstétrica, el tráfico sexual, privación de derechos civiles en la cultura o explotación reproductiva. que miedo esas abogadas del futuro , pero anyways no se espera nada de una abogada de la javeriana",0,0
204,2023-02-24 19:23:27+00:00,CDFF,CamilaFillipo,"@petrogustavo Leer al exministro de salud, Fernando Ruíz, médico con una maestría en Salud Pública en Harvard y otra en Economía en U. Javeriana, explicando a @petrogustavo la perversidad del proyecto de reforma de la salud y los tuits-respuesta del payaso presidente sólo dan vergüenza ajena.",377,96
205,2023-02-24 19:16:13+00:00,Lena 🌒,itsloremoon,"@Amiwis_Sin Estudiar en las reconocidas del país es muchísimo más caro, son carreras de más de 10 millones. Yo en la unab pagaba eso 5-6 millones pero ella habla tipo los Andes, la javeriana, la del Rosario y así, son muchísimo más costosas.",2,0
206,2023-02-24 18:56:20+00:00,sauce mara. 🧚🏻‍♀️,maara_marita,"Resumen de las &lt;batallas de gallos&gt; de la Javeriana:  
“Su madre es una malparida perra puta igualada”",6,0
207,2023-02-24 18:40:12+00:00,isabela,isabelaalalala,Xd el man de los andes que viene a parchar a clase de literatura en la javeriana los jueves,5,0
